Date,Price,Open,High,Low,Vol.,Change %
2020-05-19,2898.58,"2,897.69","2,900.22","2,887.58",19.72B,0.81%
2020-05-18,2875.42,"2,872.52","2,889.98","2,862.27",22.60B,0.24%
2020-05-15,2868.46,"2,880.71","2,884.22","2,863.37",18.90B,-0.07%
2020-05-14,2870.34,"2,887.06","2,887.06","2,869.18",19.78B,-0.96%
2020-05-13,2898.05,"2,882.96","2,900.26","2,875.54",18.51B,0.22%
2020-05-12,2891.56,"2,894.62","2,897.90","2,871.23",19.71B,-0.11%
2020-05-11,2894.8,"2,901.57","2,914.28","2,884.38",22.51B,-0.02%
2020-05-08,2895.34,"2,882.71","2,903.80","2,879.20",22.68B,0.83%
2020-05-07,2871.52,"2,876.47","2,882.02","2,864.58",22.67B,-0.23%
2020-05-06,2878.14,"2,831.63","2,879.26","2,830.65",24.98B,0.63%
2020-04-30,2860.08,"2,832.38","2,865.59","2,832.38",24.25B,1.33%
2020-04-29,2822.44,"2,801.38","2,831.76","2,800.74",20.21B,0.44%
2020-04-28,2810.02,"2,819.99","2,821.75","2,758.25",25.39B,-0.19%
2020-04-27,2815.49,"2,812.24","2,832.67","2,802.96",21.01B,0.25%
2020-04-24,2808.53,"2,834.94","2,834.94","2,802.50",23.52B,-1.06%
2020-04-23,2838.5,"2,850.51","2,853.64","2,835.90",24.88B,-0.19%
2020-04-22,2843.98,"2,814.07","2,843.98","2,808.48",21.73B,0.60%
2020-04-21,2827.01,"2,842.24","2,842.24","2,808.02",23.32B,-0.90%
2020-04-20,2852.55,"2,840.41","2,852.99","2,833.26",21.18B,0.50%
2020-04-17,2838.49,"2,835.56","2,854.96","2,830.02",24.57B,0.66%
2020-04-16,2819.94,"2,798.43","2,823.34","2,796.84",20.30B,0.31%
2020-04-15,2811.17,"2,826.66","2,829.75","2,808.70",20.56B,-0.57%
2020-04-14,2827.28,"2,794.80","2,827.30","2,789.43",20.27B,1.59%
2020-04-13,2783.05,"2,784.60","2,792.89","2,774.08",17.71B,-0.49%
2020-04-10,2796.63,"2,827.19","2,833.01","2,789.98",23.35B,-1.04%
2020-04-09,2825.9,"2,825.84","2,832.40","2,820.43",23.82B,0.37%
2020-04-08,2815.37,"2,805.92","2,823.21","2,800.30",24.35B,-0.19%
2020-04-07,2820.76,"2,806.97","2,823.28","2,801.84",27.02B,2.05%
2020-04-03,2763.99,"2,773.58","2,780.59","2,754.07",20.08B,-0.60%
2020-04-02,2780.64,"2,720.23","2,780.64","2,719.90",21.79B,1.69%
2020-04-01,2734.52,"2,743.54","2,773.36","2,731.08",21.73B,-0.57%
2020-03-31,2750.3,"2,767.31","2,771.17","2,743.12",21.86B,0.11%
2020-03-30,2747.21,"2,739.72","2,759.10","2,723.05",23.97B,-0.90%
2020-03-27,2772.2,"2,792.98","2,805.55","2,771.76",24.08B,0.26%
2020-03-26,2764.91,"2,761.90","2,788.50","2,753.43",23.41B,-0.60%
2020-03-25,2781.59,"2,775.30","2,788.64","2,757.80",27.31B,2.17%
2020-03-24,2722.44,"2,703.02","2,723.41","2,667.13",25.70B,2.34%
2020-03-23,2660.17,"2,677.59","2,703.33","2,656.50",24.98B,-3.11%
2020-03-20,2745.62,"2,727.02","2,751.90","2,702.49",25.20B,1.61%
2020-03-19,2702.13,"2,719.41","2,736.82","2,646.80",30.23B,-0.98%
2020-03-18,2728.76,"2,792.32","2,815.87","2,728.76",29.12B,-1.83%
2020-03-17,2779.64,"2,796.28","2,826.91","2,715.22",30.61B,-0.34%
2020-03-16,2789.25,"2,897.30","2,898.03","2,784.66",35.19B,-3.40%
2020-03-13,2887.43,"2,804.23","2,910.88","2,799.98",36.64B,-1.23%
2020-03-12,2923.49,"2,936.02","2,944.47","2,906.28",30.78B,-1.52%
2020-03-11,2968.52,"3,001.76","3,010.03","2,968.52",35.25B,-0.94%
2020-03-10,2996.76,"2,918.93","3,000.30","2,904.80",39.33B,1.82%
2020-03-09,2943.29,"2,987.18","2,989.21","2,940.71",41.46B,-3.01%
2020-03-06,3034.51,"3,039.94","3,052.44","3,029.46",36.21B,-1.21%
2020-03-05,3071.68,"3,036.15","3,074.26","3,022.93",44.54B,1.99%
2020-03-04,3011.67,"2,981.81","3,012.00","2,974.36",35.33B,0.63%
2020-03-03,2992.9,"3,006.89","3,026.84","2,976.62",41.01B,0.74%
2020-03-02,2970.93,"2,899.31","2,982.51","2,899.31",36.73B,3.15%
2020-02-28,2880.3,"2,924.64","2,948.13","2,878.54",40.12B,-3.71%
2020-02-27,2991.33,"2,992.49","3,009.46","2,980.48",35.05B,0.11%
2020-02-26,2987.93,"2,978.42","3,028.78","2,974.94",46.90B,-0.83%
2020-02-25,3013.05,"2,982.07","3,016.95","2,943.72",44.16B,-0.60%
2020-02-24,3031.23,"3,027.89","3,042.18","3,007.36",37.04B,-0.28%
2020-02-21,3039.67,"3,022.25","3,058.90","3,020.14",36.46B,0.31%
2020-02-20,3030.15,"2,981.88","3,031.37","2,968.45",34.57B,1.84%
2020-02-19,2975.4,"2,979.52","2,998.27","2,971.82",31.51B,-0.32%
2020-02-18,2984.97,"2,981.41","2,990.60","2,960.78",31.17B,0.05%
2020-02-17,2983.62,"2,924.99","2,983.64","2,924.99",31.32B,2.28%
2020-02-14,2917.01,"2,899.87","2,926.94","2,899.57",25.07B,0.38%
2020-02-13,2906.07,"2,927.14","2,935.41","2,901.24",27.48B,-0.71%
2020-02-12,2926.9,"2,895.56","2,926.90","2,892.42",24.87B,0.87%
2020-02-11,2901.67,"2,894.54","2,913.82","2,882.24",26.92B,0.39%
2020-02-10,2890.49,"2,860.50","2,891.85","2,851.05",29.49B,0.51%
2020-02-07,2875.96,"2,858.93","2,875.96","2,838.77",30.95B,0.33%
2020-02-06,2866.51,"2,826.89","2,876.59","2,807.61",31.64B,1.72%
2020-02-05,2818.09,"2,792.37","2,842.74","2,778.86",30.98B,1.25%
2020-02-04,2783.29,"2,685.27","2,786.16","2,685.27",36.40B,1.34%
2020-02-03,2746.61,"2,716.70","2,766.58","2,716.70",21.59B,-7.72%
2020-01-23,2976.53,"3,037.95","3,045.04","2,955.35",27.28B,-2.75%
2020-01-22,3060.75,"3,038.49","3,069.25","3,006.27",22.39B,0.28%
2020-01-21,3052.14,"3,085.79","3,085.79","3,051.23",23.48B,-1.41%
2020-01-20,3095.79,"3,082.11","3,096.31","3,070.48",21.05B,0.66%
2020-01-17,3075.5,"3,081.46","3,091.95","3,067.25",19.03B,0.05%
2020-01-16,3074.08,"3,095.73","3,096.37","3,070.88",20.34B,-0.52%
2020-01-15,3090.04,"3,103.17","3,107.94","3,082.04",20.23B,-0.54%
2020-01-14,3106.82,"3,120.67","3,127.17","3,105.60",23.00B,-0.28%
2020-01-13,3115.57,"3,091.49","3,115.57","3,075.38",21.06B,0.75%
2020-01-10,3092.29,"3,102.29","3,105.22","3,081.40",21.04B,-0.08%
2020-01-09,3094.88,"3,082.64","3,097.33","3,080.13",24.34B,0.91%
2020-01-08,3066.89,"3,094.24","3,094.24","3,059.13",29.79B,-1.22%
2020-01-07,3104.8,"3,085.49","3,105.45","3,084.33",27.66B,0.69%
2020-01-06,3083.41,"3,070.91","3,107.20","3,065.31",31.26B,-0.01%
2020-01-03,3083.79,"3,089.02","3,093.82","3,074.52",26.15B,-0.05%
2020-01-02,3085.2,"3,066.34","3,098.10","3,066.34",29.25B,1.15%
2019-12-31,3050.12,"3,036.39","3,051.68","3,030.51",21.74B,0.33%
2019-12-30,3040.02,"2,998.17","3,041.40","2,983.34",24.81B,1.16%
2019-12-27,3005.04,"3,006.85","3,036.11","3,003.63",24.71B,-0.08%
2019-12-26,3007.35,"2,981.25","3,007.35","2,980.40",18.24B,0.85%
2019-12-25,2981.88,"2,980.43","2,988.29","2,970.66",17.57B,-0.03%
2019-12-24,2982.68,"2,965.83","2,983.82","2,960.68",16.30B,0.67%
2019-12-23,2962.75,"2,999.04","3,009.34","2,960.43",20.57B,-1.40%
2019-12-20,3004.94,"3,019.64","3,027.48","3,002.26",21.51B,-0.40%
2019-12-19,3017.07,"3,017.15","3,021.42","3,007.99",20.86B,0.00%
2019-12-18,3017.04,"3,021.47","3,033.23","3,011.72",24.41B,-0.18%
2019-12-17,3022.42,"2,985.26","3,039.38","2,982.50",29.30B,1.27%
2019-12-16,2984.39,"2,970.97","2,984.64","2,958.71",21.19B,0.56%
2019-12-13,2967.68,"2,937.78","2,969.98","2,935.85",21.20B,1.78%
2019-12-12,2915.7,"2,926.34","2,926.34","2,913.48",15.18B,-0.30%
2019-12-11,2924.42,"2,922.60","2,928.26","2,915.00",16.55B,0.24%
2019-12-10,2917.32,"2,908.94","2,919.20","2,902.79",17.01B,0.10%
2019-12-09,2914.48,"2,914.46","2,919.59","2,905.25",16.08B,0.08%
2019-12-06,2912.01,"2,902.28","2,912.01","2,894.75",13.41B,0.43%
2019-12-05,2899.47,"2,886.52","2,902.00","2,885.08",14.32B,0.74%
2019-12-04,2878.12,"2,876.91","2,882.50","2,869.42",12.55B,-0.23%
2019-12-03,2884.7,"2,869.88","2,884.86","2,857.32",12.38B,0.31%
2019-12-02,2875.81,"2,874.45","2,888.89","2,870.24",12.88B,0.13%
2019-11-29,2871.98,"2,885.97","2,892.39","2,858.58",12.26B,-0.61%
2019-11-28,2889.69,"2,902.36","2,909.84","2,883.43",11.95B,-0.47%
2019-11-27,2903.19,"2,905.40","2,914.49","2,893.42",13.39B,-0.13%
2019-11-26,2907.06,"2,912.52","2,915.04","2,897.93",17.00B,0.03%
2019-11-25,2906.17,"2,885.61","2,906.61","2,880.65",17.86B,0.72%
2019-11-22,2885.29,"2,906.24","2,925.02","2,873.99",15.86B,-0.63%
2019-11-21,2903.64,"2,902.55","2,910.36","2,891.53",12.35B,-0.25%
2019-11-20,2911.05,"2,928.11","2,930.49","2,907.42",13.74B,-0.78%
2019-11-19,2933.99,"2,904.28","2,933.99","2,902.86",13.54B,0.85%
2019-11-18,2909.2,"2,889.55","2,911.38","2,884.09",12.44B,0.62%
2019-11-15,2891.34,"2,911.35","2,917.83","2,891.20",13.55B,-0.64%
2019-11-14,2909.87,"2,907.74","2,917.37","2,899.62",12.91B,0.16%
2019-11-13,2905.24,"2,913.02","2,913.86","2,893.97",12.98B,-0.33%
2019-11-12,2914.82,"2,913.00","2,918.30","2,891.51",12.97B,0.17%
2019-11-11,2909.97,"2,949.96","2,949.96","2,906.77",15.79B,-1.83%
2019-11-08,2964.18,"2,993.98","2,998.76","2,962.84",14.97B,-0.49%
2019-11-07,2978.71,"2,978.15","2,988.95","2,969.12",13.70B,0.00%
2019-11-06,2978.6,"2,992.04","2,995.56","2,969.72",16.53B,-0.43%
2019-11-05,2991.56,"2,977.70","3,008.31","2,968.03",17.99B,0.54%
2019-11-04,2975.49,"2,964.58","2,983.06","2,964.58",16.72B,0.58%
2019-11-01,2958.2,"2,924.34","2,959.83","2,917.15",15.99B,0.99%
2019-10-31,2929.06,"2,944.84","2,946.75","2,923.52",16.16B,-0.35%
2019-10-30,2939.32,"2,949.46","2,953.30","2,934.83",15.88B,-0.50%
2019-10-29,2954.18,"2,979.04","2,979.04","2,954.18",16.61B,-0.87%
2019-10-28,2980.05,"2,958.69","2,980.13","2,956.96",17.37B,0.85%
2019-10-25,2954.93,"2,940.47","2,958.24","2,920.52",13.69B,0.48%
2019-10-24,2940.92,"2,944.01","2,953.04","2,927.06",12.65B,-0.02%
2019-10-23,2941.62,"2,952.97","2,957.30","2,934.63",12.38B,-0.43%
2019-10-22,2954.38,"2,945.60","2,954.64","2,934.39",11.75B,0.50%
2019-10-21,2939.62,"2,933.90","2,940.32","2,917.69",13.25B,0.05%
2019-10-18,2938.14,"2,982.34","2,987.20","2,933.24",15.00B,-1.32%
2019-10-17,2977.33,"2,979.99","2,986.72","2,969.57",12.25B,-0.05%
2019-10-16,2978.71,"2,992.61","3,010.42","2,975.92",14.99B,-0.41%
2019-10-15,2991.05,"3,005.66","3,005.66","2,986.30",15.54B,-0.56%
